"character","jap text","Eng","Esp"
"__system__??","{●ＥＸ = 4:","",""
"__system__??","}","",""
"__system__??","{●ＥＸ = 5:","",""
"__system__??","}","",""
"__system__??","{●ＥＸ = 6:","",""
"__system__??","}","",""
"Yamamoto Ippatsu (talking)","よかろう、貴様が強くなって ワシの前に現れるのを 楽しみにしておこう。
ハイヨー、シルバー！！","All right, I'll look forward to seeing you rise strong enough to face me. Hi-yo, Silver!","Muy bien, espero verte volver más y más fuerte ante mí."
"__system__??","{RETURN = 1:","",""
"__system__??","{RND \ 65535:","",""
"__system__??","}","",""
"__system__??","}","",""
"__system__??","{RETURN = 1:","",""
"__system__??","{RND \ 65535:","",""
"__system__??","}","",""
"__system__??","}","",""
"narrator","　友人（男）の名前","Friend (male)'s name","Nombre del amigo (masculino)."
"__system__??","{☆貴方 = 0:","",""
"narrator","　　入力データ無し","No input data","No hay datos de entrada"
"__system__??","}","",""
"narrator","　","　","　"
"narrator","　職業　","business","ocupación"
"narrator","　友人（女）の名前","Friend's (female) name","Nombre del amigo (mujer)."
"__system__??","{☆彼女 = 0:","",""
"narrator","　　入力データ無し","No input data","No hay datos de entrada"
"__system__??","}","",""
"narrator","　","　","　"
"narrator","　職業　","business","ocupación"
"__system__??","{RETURN = 1:","",""
"__system__??","}","",""
"__system__??","{RETURN = 2:","",""
"__system__??","}","",""
"__system__??","{RETURN = 3:","",""
"__system__??","}","",""
"__system__??","{RETURN = 4:","",""
"__system__??","}","",""
"__system__??","{RETURN = 5:","",""
"__system__??","}","",""
"__system__??","{RETURN = 1:","",""
"__system__??","}","",""
"__system__??","{RETURN = 2:","",""
"__system__??","}","",""
"__system__??","{RETURN = 3:","",""
"__system__??","}","",""
"__system__??","{RETURN = 4:","",""
"__system__??","}","",""
"__system__??","{RETURN = 5:","",""
"__system__??","}","",""
"__system__??","{RETURN = 6:","",""
"__system__??","}","",""
"__system__??","{L1 = 503:","",""
"narrator","エリートヤクザ","Elite Yakuza","Elite Yakuza ."
"__system__??","}","",""
"__system__??","{L1 = 524:","",""
"narrator","青年","youth","jóvenes"
"__system__??","}","",""
"__system__??","{L1 = 505:","",""
"narrator","高山ヤクザ","Takayama Yakuza","Yakuza de Takayama"
"__system__??","}","",""
"__system__??","{L1 = 553:","",""
"narrator","老人","old person","persona mayor"
"__system__??","}","",""
"__system__??","{L1 = 502:","",""
"narrator","ちんぴら","Chinpira","Chinpira."
"__system__??","}","",""
"__system__??","{L1 = 506:","",""
"narrator","情婦","Lover","Lover."
"__system__??","}","",""
"__system__??","{L1 = 516:","",""
"narrator","女子学生ロリ","schoolgirl Lolita (fashion style)","Lolita colegiala (estilo de moda)"
"__system__??","}","",""
"__system__??","{L1 = 517:","",""
"narrator","女子学生","female student","estudiante"
"__system__??","}","",""
"__system__??","{L1 = 508:","",""
"narrator","警備員","guard","guardia"
"__system__??","}","",""
"__system__??","{L1 = 534:","",""
"narrator","看護婦","(female) nurse","(mujer) enfermera"
"__system__??","}","",""
"__system__??","{L1 = 550:","",""
"narrator","眼鏡っ娘","girl (usu. attractive) with glasses","chica (normalmente atractiva) con gafas"
"__system__??","}","",""
"__system__??","{RETURN = 1:","",""
"__system__??","}","",""
"__system__??","{RETURN = 2:","",""
"__system__??","}","",""
"__system__??","{RETURN = 3:","",""
"__system__??","}","",""
"__system__??","{RETURN = 2:","",""
"__system__??","}","",""
"narrator","　ヒロインを選んでください。","Choose your heroine.","Elige a tu heroína."
"__system__??","{RETURN = 1:","",""
"__system__??","}","",""
"__system__??","{RETURN = 2:","",""
"__system__??","}","",""
"__system__??","{RETURN = 3:","",""
"__system__??","}","",""
"__system__??","{RETURN = 4:","",""
"__system__??","}","",""
"__system__??","{RETURN = 5:","",""
"__system__??","}","",""
"__system__??","{RETURN = 6:","",""
"__system__??","}","",""
"__system__??","{RETURN = 7:","",""
"__system__??","}","",""
"narrator","その他の選択・・","Other choices and","Otras opciones/."
"__system__??","{RETURN = 1:","",""
"__system__??","}","",""
"__system__??","{RETURN = 2:","",""
"__system__??","}","",""
"__system__??","{RETURN = 3:","",""
"__system__??","}","",""
"__system__??","{RETURN = 4:","",""
"__system__??","}","",""
"__system__??","{★愛 = 5:","",""
"__system__??","}","",""
"__system__??","{●ウィミィ = 1:","",""
"__system__??","}","",""
"__system__??","{RETURN = 1:","",""
"__system__??","}","",""
"__system__??","{RETURN = 2:","",""
"__system__??","}","",""
"__system__??","{RETURN = 3:","",""
"__system__??","}","",""
"__system__??","{RETURN = 1:","",""
"__system__??","}","",""
"__system__??","{RETURN = 2:","",""
"__system__??","}","",""
"__system__??","{RETURN = 3:","",""
"__system__??","}","",""
"__system__??","{RETURN = 4:","",""
"__system__??","}","",""
"menu_label__(L_02b39)","男","manly honour","hombre"
"menu_label__(L_02c0d)","女","female","mujer"
"menu_label__(L_02cc3)","動物","animal","animal"
"narrator","　","　","　"
"narrator","　","　","　"
"narrator","　","　","　"
"narrator","　","　","　"
"narrator","　","　","　"
"narrator","　","　","　"
"narrator","　","　","　"
"narrator","　","　","　"
"narrator","　","　","　"
"narrator","　","　","　"
"narrator","　","　","　"
"narrator","　","　","　"
"narrator","　","　","　"
"narrator","　","　","　"
"narrator","　","　","　"
"narrator","　","　","　"
"narrator","　","　","　"
"narrator","　","　","　"
"??","　　乱数テストをします。","Random number test.","Prueba de números aleatorios."
"__system__??","{(RND > 0) * (RND < 11):","",""
"__system__??","}","",""
"__system__??","{(RND > 10) * (RND < 21):","",""
"__system__??","}","",""
"__system__??","{(RND > 20) * (RND < 31):","",""
"__system__??","}","",""
"__system__??","{(RND > 30) * (RND < 41):","",""
"__system__??","}","",""
"__system__??","{(RND > 40) * (RND < 51):","",""
"__system__??","}","",""
"__system__??","{(RND > 50) * (RND < 61):","",""
"__system__??","}","",""
"__system__??","{(RND > 60) * (RND < 71):","",""
"__system__??","}","",""
"__system__??","{(RND > 70) * (RND < 81):","",""
"__system__??","}","",""
"__system__??","{(RND > 80) * (RND < 91):","",""
"__system__??","}","",""
"__system__??","{(RND > 90) * (RND < 101):","",""
"__system__??","}","",""
"??","０１－１０　　","０１－１０　　","０１－１０　　"
"??","　","　","　"
"??","１１－２０　　","１１－２０　　","１１－２０　　"
"??","　","　","　"
"??","２１－３０　　","２１－３０　　","２１－３０　　"
"??","　","　","　"
"??","３１－４０　　","３１－４０　　","３１－４０　　"
"??","　","　","　"
"??","４１－５０　　","４１－５０　　","４１－５０　　"
"??","　","　","　"
"??","５１－６０　　","５１－６０　　","５１－６０　　"
"??","　","　","　"
"??","６１－７０　　","６１－７０　　","６１－７０　　"
"??","　","　","　"
"??","７１－８０　　","７１－８０　　","７１－８０　　"
"??","　","　","　"
"??","８１－９０　　","８１－９０　　","８１－９０　　"
"??","　","　","　"
"??","９１－９９　　","９１－９９　　","９１－９９　　"
"??","　","　","　"
"__system__??","{(RND > 0) * (RND < 11):","",""
"__system__??","}","",""
"__system__??","{(RND > 10) * (RND < 21):","",""
"__system__??","}","",""
"__system__??","{(RND > 20) * (RND < 31):","",""
"__system__??","}","",""
"__system__??","{(RND > 30) * (RND < 41):","",""
"__system__??","}","",""
"__system__??","{(RND > 40) * (RND < 51):","",""
"__system__??","}","",""
"__system__??","{(RND > 50) * (RND < 61):","",""
"__system__??","}","",""
"__system__??","{(RND > 60) * (RND < 71):","",""
"__system__??","}","",""
"__system__??","{(RND > 70) * (RND < 81):","",""
"__system__??","}","",""
"__system__??","{(RND > 80) * (RND < 91):","",""
"__system__??","}","",""
"__system__??","{(RND > 90) * (RND < 101):","",""
"__system__??","}","",""
"??","０１－１０　　","０１－１０　　","０１－１０　　"
"??","　","　","　"
"??","１１－２０　　","１１－２０　　","１１－２０　　"
"??","　","　","　"
"??","２１－３０　　","２１－３０　　","２１－３０　　"
"??","　","　","　"
"??","３１－４０　　","３１－４０　　","３１－４０　　"
"??","　","　","　"
"??","４１－５０　　","４１－５０　　","４１－５０　　"
"??","　","　","　"
"??","５１－６０　　","５１－６０　　","５１－６０　　"
"??","　","　","　"
"??","６１－７０　　","６１－７０　　","６１－７０　　"
"??","　","　","　"
"??","７１－８０　　","７１－８０　　","７１－８０　　"
"??","　","　","　"
"??","８１－９０　　","８１－９０　　","８１－９０　　"
"??","　","　","　"
"??","９１－９９　　","９１－９９　　","９１－９９　　"
"??","　","　","　"
