character,jap text,Eng,Esp
__system__??,{(Bキャラ = 96) * (★愛 = 6):,,
narrator,　　　　　（お嫁さん）,(Wife),(Esposa).
__system__??,},,
__system__??,{Bキャラ = 29:,,
narrator,　　　　　（悪司の格闘師匠）,(Fighting master of Akuji),(Maestro de lucha de Akuji)
__system__??,},,
__system__??,{Bキャラ = 36:,,
narrator,　　　　　（夜の先生）,(Night teacher),(Profesor nocturno).
__system__??,},,
__system__??,{Bキャラ = 36:,,
narrator,　　　悪司のテクニック（,Akuji's technique (,Técnica Akuji (
narrator,）,）,）
__system__??,},,
__system__??,},,
narrator,　　どうしますか？,What do you want to do?,¿Qué quieres hacer?
narrator,　悪司のテクニック　　,Akuji's technique,Técnicas de Akuji.
